,name,radius,mass,distance
1943,WISE 0040+0900,47.6,,
1944,WISE 0049+0441,62.6,,
1945,WISE 0049+2151,24.1,,
1946,WISE 0106+1518,142.9,,
1947,WISE 0123+4142,67.2,,
1948,WISE 0135+1715,77.3,,
1949,WISE 0138-0322,57.7,,
1950,WISE 0146+4234,20.5,,
1951,WISE 0148-7202,30,,
1952,WISE 0150+3827,61.3,,
1953,WISE 0206+2640,58.4,,
1954,WISE 0221+3842,73.1,,
1955,WISE 0223-2932,47,,
1956,WISE 0226-0211,91,,
1957,WISE 0241-3653,53.8,,
1958,WISE 0245-3450,56.1,,
1959,WISE 0247+3725,57.1,,
1960,WISE 0305+3954,75,,
1961,WISE 0307+2904,82.8,,
1962,WISE 0313+7807,28,,
1963,WISE 0316+4307,106.3,,
1964,WISE 0321-7347,84.8,,
1965,WISE 0323-6025,45.3,,
1966,WISE 0325-3854,51.2,,
1967,WISE 0325+0831,36.5,,
1968,WISE 0333-5856,54.8,,
1969,WISE 0335+4310,45.7,,
1970,WISE 0336-0143,55.4,,
1971,WISE 0350-5658,17.7,,
1972,WISE 0359-5401,19.2,,
1973,WISE 0410+1502,20,6,1.17
1974,WISE 0410+1411,85.8,,
1975,WISE 0413-4750,66.2,,
1976,WISE 0448-1935,69.8,,
1977,WISE 0458+6434A,35.9,15,4.2
1978,WISE 0458+6434B,35.9,10,3.8
1979,WISE 0500-1223,47,,
1980,WISE 0513+0608,44.7,,
1981,WISE 0525+6739,98.2,,
1982,WISE 0528-3308,57.4,,
1983,WISE 0535-7500,47,,
1984,WISE 0539-1034,84.8,,
1985,WISE 0542-1628,50.6,,
1986,WISE 0607+2429,25.4,,
1987,WISE 0611-0410,57.7,,
1988,WISE 0612-4920,95.2,,
1989,WISE 0612-3036,64.9,,
1990,WISE 0614+3912,50.2,,
1991,WISE 0614+0951,51.5,,
1992,WISE 0623-0456,37.5,,
1993,WISE 0625+5646,67.2,,
1994,WISE 0627-1114,37.2,,
1995,WISE 0647-6232,28,,
1996,WISE 0656+4205,54.1,,
1997,WISE 0713-2917,23.2,,
1998,WISE 0723+3403,45.7,,
1999,WISE 0733+7544,78.3,,
2000,WISE 0734-7157,34.9,,
2001,WISE 0744+5628,47.3,,
2002,WISE 0750+2725,51.5,,
2003,WISE 0751-7634,39.1,,
2004,WISE 0759-4904,38.8,,
2005,WISE 0811-8051,32,,
2006,WISE 0812+4021,63.6,,
2007,WISE 0819-0335,46,,
2008,WISE 0821+1443,68.2,,
2009,WISE 0836-1859,72.4,,
2010,WISE 0857+5604,42.1,,
2011,WISE 0906+4735,51.5,,
2012,WISE 0929+0409,64.9,,
2013,WISE 0952+1955,72.1,,
2014,WISE 1018-2445,47.6,,
2015,WISE 1019+6529,56.8,,
2016,WISE 1039-1600,47.3,,
2017,WISE 1042-3842,53.2,,
2018,WISE 1051-2138,40.8,,
2019,WISE 1122+2550,57.7,,
2020,WISE 1124-0421,50.6,,
2021,WISE 1147-2040,102,,
2022,WISE 1150+6302,32.9,,
2023,WISE 1217+1626A,34.2,12,
2024,WISE 1217+1626B,34.2,6,
2025,WISE 1225-1013,55.4,,
2026,WISE 1311+0122,44.4,,
2027,WISE 1311+3629,86.1,,
2028,WISE 1318-1758,32.9,,
2029,WISE 1320+6034,56.1,,
2030,WISE 1322-2340,33.9,,
2031,WISE 1348+6603,91,,
2032,WISE 1405+5534,25.3,30,0.86
2033,WISE 1433-0837,84.8,,
2034,WISE 1436-1814,60,,
2035,WISE 1457+5815,52.2,,
2036,WISE 1506+7027,11.1,,
2037,WISE 1517+0529,72.4,,
2038,WISE 1519+7009,50.9,,
2039,WISE 1523+3125,84.5,,
2040,WISE 1541-2250,20,,
2041,WISE 1542+2230,41.1,,
2042,WISE 1612-3420,55.4,,
2043,WISE 1614+1739,32.6,,
2044,WISE 1617+1807,50.2,,
2045,WISE 1622-0959,52.2,,
2046,WISE 1627+3255,50.2,,
2047,WISE 1639-6847,16.3,,
2048,WISE 1647+5632,28,,
2049,WISE 1653+4444,39.5,,
2050,WISE 1711+3500,60.3,,
2051,WISE 1717+6129,72.7,,
2052,WISE 1721+1117,62.3,,
2053,WISE 1728+5716,97.8,,
2054,WISE 1738+2732,20,,
2055,WISE 1741+2553,18.9,,
2056,WISE 1746-0338,83.8,,
2057,WISE 1800+0134,28.7,57,
2058,WISE 1804+3117,30,,
2059,WISE 1809+3838,74.4,,
2060,WISE 1812+2721,47,,
2061,WISE 1828+2650,36,,
2062,WISE 1830+4542,107,,
2063,WISE 1841+7000,131.1,,
2064,WISE 1852+3537,55.4,,
2065,WISE 1906+4508,51.5,,
2066,WISE 1928+2356,22.8,,
2067,WISE 1952+7240,44.4,,
2068,WISE 1959-3338,37.2,,
2069,WISE 2030+0749,34.2,,
2070,WISE 2014+0424,96.2,,
2071,WISE 2015+6646,50.6,,
2072,WISE 2018-7423,47.9,,
2073,WISE 2019-1148,42.4,,
2074,WISE 2056+1459,24.5,,
2075,WISE 2134-7137,42.7,,
2076,WISE 2157+2659,61.6,,
2077,WISE 2209-2734,46,,
2078,WISE 2213+0911,58.7,,
2079,WISE 2220-3628,26.4,,
2080,WISE 2226+0440,45,,
2081,WISE 2237-0614,53.5,,
2082,WISE 2237+7228,46,,
2083,WISE 2239+1617,59.7,,
2084,WISE 2255-3118,44.7,,
2085,WISE 2301+0216,60.7,,
2086,WISE 2313-8037,35.9,,
2087,WISE 2319-1844,52.2,,
2088,WISE 2325-4105,37.5,,
2089,WISE 2327-2730,70.8,,
2090,WISE 2335+4222,90.3,,
2091,WISE 2340-0745,37.8,,
2092,WISE 2342+0856,51.2,,
2093,WISE 2343-7418,48.6,,
2094,WISE 2344+1034,46,,
2095,WISE 2348-1028,54.1,,
2096,WISE 2357+1227,54.8,,
2097,WISE 2359-7335,42.7,,
2098,WISEA 1101+5400,111,,
2099,2M1510,120,,
2100,SDSS J000013.54+255418.6 [de],46.1,48,0.99
2101,2MASS J00040288-6410358,192,19,1.63
2102,LHS 102BC,,,
2103,2MASS J00242463-0158201,37.7,79,1.09
2104,2MASS J00250365+4759191AB,143,,
2105,2MASS J00274197+0503417,236,31,1.44
2106,2MASS J00275592+2219328,46.9,,
2107,2MASSW J0030300-145033,87.2,54,0.98
2108,2MASS J00332386-1521309 [de],131,29,1.43
2109,2MASS J00345157+0523050,31,42,0.94
2110,2MASS 0036+1821,28.6,42,0.94
2111,2MASSW J0045214+163445,57,23,1.62
2112,WISEP J004701.06+680352.1 [fr],40,12,1.3
2113,2MASS J00501994-3322402 [de],34,40,0.94
2114,2MASS J00034227-2822410,,,
2115,2MASS J00584253-0651239 [de],96,29,1.43
2116,CFBDS J005910.90–011401.3,30,23,
2117,2MASSI J0103320+193536,70,52,0.98
2118,SDSSp J010752.33+004156.1 [de],51,52,0.98
2119,2MASSI J0117474-340325 [de],163,20,1.62
2120,2MASS J01415823-4633574 [de],130,20,1.61
2121,SDSS J015141.69+124429.6,70,47,0.97
2122,DENIS-P J020529.0−115925A,65,,
2123,DENIS-P J020529.0−115925B,65,,
2124,DENIS-P J020529.0−115925C,65,,
2125,SDSS J020742.48+000056.2 [de],111,47,0.97
2126,2MASS J02103857-3015313,101,15,1.53
2127,2MASS J02340093-6442068,155,20,1.62
2128,2MASS J02411151-0326587 [de],152,27,1.41
2129,2MASS J02431371−2453298,35,33,0.99
2130,LP 771-21,53,78,1.08
2131,2MASS J02511327+0047364,,,
2132,2MASS J02535980+3206373,184,65,1.9
2133,WISE J0254+0223,24,65,1.9
2134,DEN 0255-4700,16.2,80,0.97
2135,2MASS J03185403-3421292 [de],45,49,0.97
2136,2MASS J03205965+1854233,47,88,1.15
2137,2MASS J03231002-4631237,192,23,1.66
2138,SDSS J032553.17+042540.1,59,45,0.95
2139,2MASS J03264225-2102057 [de],80,18,1.3
2140,2MASS J03284265+2302051 [de],98,54,0.98
2141,2MASS J03341218-4953322,27.0,73,1.04
2142,LP 944-20,20.9,73,1.43
2143,2MASP J0345432+254023,88,74,1.05
2144,Teide 1,380,55,3.78
2145,2MASS J03510004-0052452,48,102,1.27
2146,2MASS J03552337+1133437,29.8,20,1.32
2147,DENIS-P J035726.9-441730 [de],130,,
2148,2MASS J04151954−0935066,18.6,30,0.95
2149,SDSSp J042348.57-041403.5 [de],50,,
2150,2MASS J04285096-2253227 [de],85,80,1.09
2151,2MASS J04351612-1606574,34,100,1.26
2152,2MASS J04362788-4114465,142,39,1.97
2153,2MASS J04390101-2353083 [de],29.5,48,0.97
2154,2MASS J04414489+2301513,470,19,
2155,2MASS J04433764+0002040,82,22,1.78
2156,2MASS J04455387-3048204 [de],42,64,1.00
2157,2MASS J04510093-3402150 [de],69,72,1.04
2158,2MASS J05002100+0330501 [de],44,64,1.00
2159,2MASS J05012406-0010452 [de],64,21,1.38
2160,2MASS J05160945-0445499 [de],73,47,0.97
2161,2MASS J0523−1403,40,68,1.01
2162,2MASS 0532+8246,81,83,
2163,SDSS J053951.99-005902.0,41.62,61,1.01
2164,2MASS J05591914-1404488 [de],34,,
2165,LSR 0602+3910 [de],34.6,28,1.41
2166,2MASS J06085283-2753583,102,38,1.51
2167,WISEP J061135.13-041024.0A,69,65,
2168,WISEP J061135.13-041024.0B,69,53,
2169,2MASS J06244595-4521548 [de],39,56,0.99
2170,2MASS J06411840-4322329 [de],65,67,1.01
2171,DENIS-P J0652197-253450 [de],51,75,1.05
2172,2MASS J07003664+3157266 [de],40,,
2173,2MASS J07075327-4900503,60,72,1.03
2174,UGPS J072227.51-054031.2,13.4,26,0.98
2175,2MASSI J0727182+171001 [de],29.6,41,0.94
2176,2MASS J07290002-3954043 [de],25.8,37,0.94
2177,SDSS J074201.41+205520.5 [de],49,43,0.94
2178,2MASS J0746425+200032 [fr],49.6,,
2179,DENIS-P J0751164-253043 [de],55,71,1.03
2180,2MASS J07522390+1612157,60,68,2.01
2181,DENIS J081730.0-615520,16.1,44,0.94
2182,DENIS J082303.1−491201A,67,44,
2183,DENIS J082303.1−491201B,67,28,
2184,2MASS J08251968+2115521 [de],35,52,0.98
2185,SDSSp J083008.12+482847.4 [de],43,48,0.99
2186,LHS 2021,55,88,1.15
2187,SDSS J083048.80+012831.1 [de],77,46,0.96
2188,2MASSI J0835425-081923 [de],23.53,62,1.00
2189,2MASSI J0847287-153237 [de],43,64,1.00
2190,2MASS J08533619-0329321,27.6,77,1.07
2191,2MASSI J0859254-194926 [de],50,50,0.98
2192,2MASSW J0920122+351742 [de],95,,
2193,2MASSI J0937347+293142,20.0,42,0.94
2194,2MASS 0939−2448,17.4,32,0.95
2195,2MASS J09490860-1545485 [de],59,49,0.96
2196,2MASS J10073369-4555147,46,44,0.94
2197,2MASSI J1010148-040649 [de],55,51,0.98
2198,2MASSI J1017075+130839 [de],108,,
2199,SDSS J102109.69-030420.1,95,,
2200,2MASS J10224821+5825453 [de],60,27,1.41
2201,2MASSW J1036530-344138 [de],53,49,0.97
2202,2MASS J1047538+212423 [de],34.4,42,0.94
2203,Luhman 16B,6.516,43,1.02
2204,Luhman 16A,6.516,40,1.01
2205,DENIS-P J1058.7−1548,49,64,1.00
2206,TWA 28,180,36,2.39
2207,Cha 110913-773444,163,8,1.8
2208,OTS 44,554,15,
2209,SDSS J111010.01+011613.1,63,9,1.24
2210,2MASS J11145133−2618235,18.2,33,0.96
2211,TWA 26,137,30,2.20
2212,2MASSW J1146345+223053,89,,
2213,2MASS J11544223-3400390 [de],129,37,1.50
2214,2MASSW J1155395-372735 [de],31,64,1.00
2215,TWA 27A,,,
2216,TWA 27B,,,
2217,2MASS J12074836-3900043,217,17,1.71
2218,2MASSI J1217110-031113 [de],36,42,0.94
2219,2MASS J12255432-2739466,43,,
2220,DENIS-P J1228.2-1547,66,,
2221,2M 1237+6526,45.6,41,0.94
2222,2MASSW J1239272+551537 [de],119,,
2223,TWA 29,262,25,2.00
2224,SDSSp J125453.90-012247.4 [de],38,47,0.98
2225,Kelu-1A,61,63,0.98
2226,Kelu-1B,61,58,0.98
2227,2MASS J13204427+0409045,101,67,1.01
2228,SDSSp J132629.82-003831.5 [de],65,51,0.97
2229,SDSSp J134646.45-003150.4 [de],48,44,0.94
2230,2MASS J13595510-4034582,51,63,1.00
2231,ULAS J141623.94+134836.3,29.7,32,0.96
2232,SDSS J141659.78+500626.4 [de],149,59,0.99
2233,DENIS-P J142527.97-365023.4 [de],38,21,1.32
2234,LHS 2924,38.5,76,1.06
2235,2MASS J14392837+1929150,47,72,1.03
2236,LSPM J1440+1339,72,92,1.19
2237,2MASS J14482563+1031590 [de],47,59,0.99
2238,CFBDSIR 1458+10A,104,11.1,1.5
2239,CFBDSIR 1458+10B,104,9,1.3
2240,TVLM 513-46546,35.1,75,1.05
2241,2MASS 1503+2525,20.7,44,0.94
2242,CFBDS J150411+102717,71,44,0.94
2243,2MASSW J1506544+132106 [de],46,69,1.02
2244,2MASS 1507−1627,23.9,60,0.99
2245,TVLM 868-110639,53,79,1.08
2246,SDSS J151114.66+060742.9 [de],89,,
2247,2MASSW J1515008+484742 [de],34,57,0.99
2248,2MASSI J1526140+204341 [de],67,54,0.98
2249,DENIS-P J153941.96-052042.4 [de],51,63,1.00
2250,2MASS J15462718-3325111 [de],37,44,0.94
2251,2MASSW J1552591+294849 [de],68,30,1.43
2252,2MASSW J1555157-095605 [de],44,71,1.03
2253,2MASS J16150413+1340079 [de],48,42,0.94
2254,SDSSp J162414.37+002915.6 [de],36,43,0.94
2255,2MASS J16262034+3925190 [de],110,71,1.03
2256,2MASSW J1632291+190441 [de],50,49,0.97
2257,WISEPA J164715.59+563208.2,28,41,0.94
2258,LSPM J1658+7027 [de],60,73,1.04
2259,2MASSI J1726000+153819,114,24,1.40
2260,2MASSW J1728114+394859,79,,
2261,SDSSp J175032.96+175903.9,90,47,0.97
2262,2MASS J18283572-4849046,39,45,0.95
2263,LSR J1835+3259,18.5,77,1.07
2264,2MASSW J1841086+311727,138,67,1.01
2265,2MASS J18432213+4040209,46,96,1.22
2266,2MASS J20004841-7523070,105,25,1.88
2267,SDSS J204749.61-071818.3,65,46,0.96
2268,2MASSI J2057540-025230,47,70,1.02
2269,2MASSW J2101154+175658,108,,
2270,2MASSI J2104149-103736,62,69,1.02
2271,PSO J318.5−22,80,6.5,1.53
2272,HB 2124-4228,113,94,1.21
2273,2MASS J21392676+0220226,32.1,46,0.96
2274,2MASS J21481628+4003593,26.3,55,0.99
2275,2MASS J14112131-2119503,,,
2276,2MASSW J2206450-421721,93,22,1.33
2277,2MASSW J2208136+292121,154,27,1.41
2278,2MASSW J2224438-015852,38,61,0.99
2279,2MASS J22282889-4310262,35,42,0.94
2280,2MASS J22373255+3922398,64,73,1.04
2281,2MASSW J2244316+204343,56,12,1.29
2282,2MASS J23224684-3133231,56,24,1.39
2283,2MASS J23225299-6151275,148,17,1.59
2284,2MASS J23515044-2537367,67,88,1.16
2285,2MASSI J2356547-155310,74,80,1.09
2286,WISE 0005+3737,23.2,,
2287,WISE 0008-1739,87.1,,
2288,WISE 0015-4615,48.6,,
2289,WISE 0031-3840,71.8,,
2290,WISE 0032-4946,62.9,,
2291,WISE 0038+2758,36.9,,
2292,WISE 0038+8405,101.8,,
2293,WISE 0040+0900,47.6,,
2294,WISE 0049+0441,62.6,,
2295,WISE 0049+2151,24.1,,
2296,WISE 0106+1518,142.9,,
2297,WISE 0123+4142,67.2,,
2298,WISE 0135+1715,77.3,,
2299,WISE 0138-0322,57.7,,
2300,WISE 0146+4234,20.5,,
2301,WISE 0148-7202,30,,
2302,WISE 0150+3827,61.3,,
2303,WISE 0206+2640,58.4,,
2304,WISE 0221+3842,73.1,,
2305,WISE 0223-2932,47,,
2306,WISE 0226-0211,91,,
2307,WISE 0241-3653,53.8,,
2308,WISE 0245-3450,56.1,,
2309,WISE 0247+3725,57.1,,
2310,WISE 0305+3954,75,,
2311,WISE 0307+2904,82.8,,
2312,WISE 0313+7807,28,,
2313,WISE 0316+4307,106.3,,
2314,WISE 0321-7347,84.8,,
2315,WISE 0323-6025,45.3,,
2316,WISE 0325-3854,51.2,,
2317,WISE 0325+0831,36.5,,
2318,WISE 0333-5856,54.8,,
2319,WISE 0335+4310,45.7,,
2320,WISE 0336-0143,55.4,,
2321,WISE 0350-5658,17.7,,
2322,WISE 0359-5401,19.2,,
2323,WISE 0410+1502,20,6,1.17
2324,WISE 0410+1411,85.8,,
2325,WISE 0413-4750,66.2,,
2326,WISE 0448-1935,69.8,,
2327,WISE 0458+6434A,35.9,15,4.2
2328,WISE 0458+6434B,35.9,10,3.8
2329,WISE 0500-1223,47,,
2330,WISE 0513+0608,44.7,,
2331,WISE 0525+6739,98.2,,
2332,WISE 0528-3308,57.4,,
2333,WISE 0535-7500,47,,
2334,WISE 0539-1034,84.8,,
2335,WISE 0542-1628,50.6,,
2336,WISE 0607+2429,25.4,,
2337,WISE 0611-0410,57.7,,
2338,WISE 0612-4920,95.2,,
2339,WISE 0612-3036,64.9,,
2340,WISE 0614+3912,50.2,,
2341,WISE 0614+0951,51.5,,
2342,WISE 0623-0456,37.5,,
2343,WISE 0625+5646,67.2,,
2344,WISE 0627-1114,37.2,,
2345,WISE 0647-6232,28,,
2346,WISE 0656+4205,54.1,,
2347,WISE 0713-2917,23.2,,
2348,WISE 0723+3403,45.7,,
2349,WISE 0733+7544,78.3,,
2350,WISE 0734-7157,34.9,,
2351,WISE 0744+5628,47.3,,
2352,WISE 0750+2725,51.5,,
2353,WISE 0751-7634,39.1,,
2354,WISE 0759-4904,38.8,,
2355,WISE 0811-8051,32,,
2356,WISE 0812+4021,63.6,,
2357,WISE 0819-0335,46,,
2358,WISE 0821+1443,68.2,,
2359,WISE 0836-1859,72.4,,
2360,WISE 0857+5604,42.1,,
2361,WISE 0906+4735,51.5,,
2362,WISE 0929+0409,64.9,,
2363,WISE 0952+1955,72.1,,
2364,WISE 1018-2445,47.6,,
2365,WISE 1019+6529,56.8,,
2366,WISE 1039-1600,47.3,,
2367,WISE 1042-3842,53.2,,
2368,WISE 1051-2138,40.8,,
2369,WISE 1122+2550,57.7,,
2370,WISE 1124-0421,50.6,,
2371,WISE 1147-2040,102,,
2372,WISE 1150+6302,32.9,,
2373,WISE 1217+1626A,34.2,12,
2374,WISE 1217+1626B,34.2,6,
2375,WISE 1225-1013,55.4,,
2376,WISE 1311+0122,44.4,,
2377,WISE 1311+3629,86.1,,
2378,WISE 1318-1758,32.9,,
2379,WISE 1320+6034,56.1,,
2380,WISE 1322-2340,33.9,,
2381,WISE 1348+6603,91,,
2382,WISE 1405+5534,25.3,30,0.86
2383,WISE 1433-0837,84.8,,
2384,WISE 1436-1814,60,,
2385,WISE 1457+5815,52.2,,
2386,WISE 1506+7027,11.1,,
2387,WISE 1517+0529,72.4,,
2388,WISE 1519+7009,50.9,,
2389,WISE 1523+3125,84.5,,
2390,WISE 1541-2250,20,,
2391,WISE 1542+2230,41.1,,
2392,WISE 1612-3420,55.4,,
2393,WISE 1614+1739,32.6,,
2394,WISE 1617+1807,50.2,,
2395,WISE 1622-0959,52.2,,
2396,WISE 1627+3255,50.2,,
2397,WISE 1639-6847,16.3,,
2398,WISE 1647+5632,28,,
2399,WISE 1653+4444,39.5,,
2400,WISE 1711+3500,60.3,,
2401,WISE 1717+6129,72.7,,
2402,WISE 1721+1117,62.3,,
2403,WISE 1728+5716,97.8,,
2404,WISE 1738+2732,20,,
2405,WISE 1741+2553,18.9,,
2406,WISE 1746-0338,83.8,,
2407,WISE 1800+0134,28.7,57,
2408,WISE 1804+3117,30,,
2409,WISE 1809+3838,74.4,,
2410,WISE 1812+2721,47,,
2411,WISE 1828+2650,36,,
2412,WISE 1830+4542,107,,
2413,WISE 1841+7000,131.1,,
2414,WISE 1852+3537,55.4,,
2415,WISE 1906+4508,51.5,,
2416,WISE 1928+2356,22.8,,
2417,WISE 1952+7240,44.4,,
2418,WISE 1959-3338,37.2,,
2419,WISE 2030+0749,34.2,,
2420,WISE 2014+0424,96.2,,
2421,WISE 2015+6646,50.6,,
2422,WISE 2018-7423,47.9,,
2423,WISE 2019-1148,42.4,,
2424,WISE 2056+1459,24.5,,
2425,WISE 2134-7137,42.7,,
2426,WISE 2157+2659,61.6,,
2427,WISE 2209-2734,46,,
2428,WISE 2213+0911,58.7,,
2429,WISE 2220-3628,26.4,,
2430,WISE 2226+0440,45,,
2431,WISE 2237-0614,53.5,,
2432,WISE 2237+7228,46,,
2433,WISE 2239+1617,59.7,,
2434,WISE 2255-3118,44.7,,
2435,WISE 2301+0216,60.7,,
2436,WISE 2313-8037,35.9,,
2437,WISE 2319-1844,52.2,,
2438,WISE 2325-4105,37.5,,
2439,WISE 2327-2730,70.8,,
2440,WISE 2335+4222,90.3,,
2441,WISE 2340-0745,37.8,,
2442,WISE 2342+0856,51.2,,
2443,WISE 2343-7418,48.6,,
2444,WISE 2344+1034,46,,
2445,WISE 2348-1028,54.1,,
2446,WISE 2357+1227,54.8,,
2447,WISE 2359-7335,42.7,,
2448,WISEA 1101+5400,111,,
2449,2M1510,120,,
2450,SDSS J000013.54+255418.6 [de],46.1,48,0.99
2451,2MASS J00040288-6410358,192,19,1.63
2452,LHS 102BC,,,
2453,2MASS J00242463-0158201,37.7,79,1.09
2454,2MASS J00250365+4759191AB,143,,
2455,2MASS J00274197+0503417,236,31,1.44
2456,2MASS J00275592+2219328,46.9,,
2457,2MASSW J0030300-145033,87.2,54,0.98
2458,2MASS J00332386-1521309 [de],131,29,1.43
2459,2MASS J00345157+0523050,31,42,0.94
2460,2MASS 0036+1821,28.6,42,0.94
2461,2MASSW J0045214+163445,57,23,1.62
2462,WISEP J004701.06+680352.1 [fr],40,12,1.3
2463,2MASS J00501994-3322402 [de],34,40,0.94
2464,2MASS J00034227-2822410,,,
2465,2MASS J00584253-0651239 [de],96,29,1.43
2466,CFBDS J005910.90–011401.3,30,23,
2467,2MASSI J0103320+193536,70,52,0.98
2468,SDSSp J010752.33+004156.1 [de],51,52,0.98
2469,2MASSI J0117474-340325 [de],163,20,1.62
2470,2MASS J01415823-4633574 [de],130,20,1.61
2471,SDSS J015141.69+124429.6,70,47,0.97
2472,DENIS-P J020529.0−115925A,65,,
2473,DENIS-P J020529.0−115925B,65,,
2474,DENIS-P J020529.0−115925C,65,,
2475,SDSS J020742.48+000056.2 [de],111,47,0.97
2476,2MASS J02103857-3015313,101,15,1.53
2477,2MASS J02340093-6442068,155,20,1.62
2478,2MASS J02411151-0326587 [de],152,27,1.41
2479,2MASS J02431371−2453298,35,33,0.99
2480,LP 771-21,53,78,1.08
2481,2MASS J02511327+0047364,,,
2482,2MASS J02535980+3206373,184,65,1.9
2483,WISE J0254+0223,24,65,1.9
2484,DEN 0255-4700,16.2,80,0.97
2485,2MASS J03185403-3421292 [de],45,49,0.97
2486,2MASS J03205965+1854233,47,88,1.15
2487,2MASS J03231002-4631237,192,23,1.66
2488,SDSS J032553.17+042540.1,59,45,0.95
2489,2MASS J03264225-2102057 [de],80,18,1.3
2490,2MASS J03284265+2302051 [de],98,54,0.98
2491,2MASS J03341218-4953322,27.0,73,1.04
2492,LP 944-20,20.9,73,1.43
2493,2MASP J0345432+254023,88,74,1.05
2494,Teide 1,380,55,3.78
2495,2MASS J03510004-0052452,48,102,1.27
2496,2MASS J03552337+1133437,29.8,20,1.32
2497,DENIS-P J035726.9-441730 [de],130,,
2498,2MASS J04151954−0935066,18.6,30,0.95
2499,SDSSp J042348.57-041403.5 [de],50,,
2500,2MASS J04285096-2253227 [de],85,80,1.09
2501,2MASS J04351612-1606574,34,100,1.26
2502,2MASS J04362788-4114465,142,39,1.97
2503,2MASS J04390101-2353083 [de],29.5,48,0.97
2504,2MASS J04414489+2301513,470,19,
2505,2MASS J04433764+0002040,82,22,1.78
2506,2MASS J04455387-3048204 [de],42,64,1.00
2507,2MASS J04510093-3402150 [de],69,72,1.04
2508,2MASS J05002100+0330501 [de],44,64,1.00
2509,2MASS J05012406-0010452 [de],64,21,1.38
2510,2MASS J05160945-0445499 [de],73,47,0.97
2511,2MASS J0523−1403,40,68,1.01
2512,2MASS 0532+8246,81,83,
2513,SDSS J053951.99-005902.0,41.62,61,1.01
2514,2MASS J05591914-1404488 [de],34,,
2515,LSR 0602+3910 [de],34.6,28,1.41
2516,2MASS J06085283-2753583,102,38,1.51
2517,WISEP J061135.13-041024.0A,69,65,
2518,WISEP J061135.13-041024.0B,69,53,
2519,2MASS J06244595-4521548 [de],39,56,0.99
2520,2MASS J06411840-4322329 [de],65,67,1.01
2521,DENIS-P J0652197-253450 [de],51,75,1.05
2522,2MASS J07003664+3157266 [de],40,,
2523,2MASS J07075327-4900503,60,72,1.03
2524,UGPS J072227.51-054031.2,13.4,26,0.98
2525,2MASSI J0727182+171001 [de],29.6,41,0.94
2526,2MASS J07290002-3954043 [de],25.8,37,0.94
2527,SDSS J074201.41+205520.5 [de],49,43,0.94
2528,2MASS J0746425+200032 [fr],49.6,,
2529,DENIS-P J0751164-253043 [de],55,71,1.03
2530,2MASS J07522390+1612157,60,68,2.01
2531,DENIS J081730.0-615520,16.1,44,0.94
2532,DENIS J082303.1−491201A,67,44,
2533,DENIS J082303.1−491201B,67,28,
2534,2MASS J08251968+2115521 [de],35,52,0.98
2535,SDSSp J083008.12+482847.4 [de],43,48,0.99
2536,LHS 2021,55,88,1.15
2537,SDSS J083048.80+012831.1 [de],77,46,0.96
2538,2MASSI J0835425-081923 [de],23.53,62,1.00
2539,2MASSI J0847287-153237 [de],43,64,1.00
2540,2MASS J08533619-0329321,27.6,77,1.07
2541,2MASSI J0859254-194926 [de],50,50,0.98
2542,2MASSW J0920122+351742 [de],95,,
2543,2MASSI J0937347+293142,20.0,42,0.94
2544,2MASS 0939−2448,17.4,32,0.95
2545,2MASS J09490860-1545485 [de],59,49,0.96
2546,2MASS J10073369-4555147,46,44,0.94
2547,2MASSI J1010148-040649 [de],55,51,0.98
2548,2MASSI J1017075+130839 [de],108,,
2549,SDSS J102109.69-030420.1,95,,
2550,2MASS J10224821+5825453 [de],60,27,1.41
2551,2MASSW J1036530-344138 [de],53,49,0.97
2552,2MASS J1047538+212423 [de],34.4,42,0.94
2553,Luhman 16B,6.516,43,1.02
2554,Luhman 16A,6.516,40,1.01
2555,DENIS-P J1058.7−1548,49,64,1.00
2556,TWA 28,180,36,2.39
2557,Cha 110913-773444,163,8,1.8
2558,OTS 44,554,15,
2559,SDSS J111010.01+011613.1,63,9,1.24
2560,2MASS J11145133−2618235,18.2,33,0.96
2561,TWA 26,137,30,2.20
2562,2MASSW J1146345+223053,89,,
2563,2MASS J11544223-3400390 [de],129,37,1.50
2564,2MASSW J1155395-372735 [de],31,64,1.00
2565,TWA 27A,,,
2566,TWA 27B,,,
2567,2MASS J12074836-3900043,217,17,1.71
2568,2MASSI J1217110-031113 [de],36,42,0.94
2569,2MASS J12255432-2739466,43,,
2570,DENIS-P J1228.2-1547,66,,
2571,2M 1237+6526,45.6,41,0.94
2572,2MASSW J1239272+551537 [de],119,,
2573,TWA 29,262,25,2.00
2574,SDSSp J125453.90-012247.4 [de],38,47,0.98
2575,Kelu-1A,61,63,0.98
2576,Kelu-1B,61,58,0.98
2577,2MASS J13204427+0409045,101,67,1.01
2578,SDSSp J132629.82-003831.5 [de],65,51,0.97
2579,SDSSp J134646.45-003150.4 [de],48,44,0.94
2580,2MASS J13595510-4034582,51,63,1.00
2581,ULAS J141623.94+134836.3,29.7,32,0.96
2582,SDSS J141659.78+500626.4 [de],149,59,0.99
2583,DENIS-P J142527.97-365023.4 [de],38,21,1.32
2584,LHS 2924,38.5,76,1.06
2585,2MASS J14392837+1929150,47,72,1.03
2586,LSPM J1440+1339,72,92,1.19
2587,2MASS J14482563+1031590 [de],47,59,0.99
